day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2024-12-13,-0.8534974106443053,1.6017797250136199,0.3435881375460179,1.0227312202417094,2.0
2024-12-14,0.09463180547589155,1.0,-0.25347757077387206,1.0,1.0
2024-12-15,-0.11278550736103748,0.7939933533428717,-0.5417198005393515,0.10991708532835003,2.0
2024-12-16,-0.239559037715121,1.01293784587516,1.3223228949511407,1.4557453125288895,3.0
2024-12-17,0.5431858057526704,0.5503773060709456,-0.10732421067197156,0.36801776342933884,4.0
2024-12-20,-0.1181303409484945,1.0427256032558194,-0.08585355740583063,0.8085421394583462,3.0
2024-12-21,0.11528413709669817,0.4007147283571479,-0.44534812673850205,0.03230024889931749,3.0
2024-12-22,1.4597467593987103,2.186494821691082,-0.4217943638767512,0.05968309367341515,2.0
2024-12-23,0.45170998250485206,1.2692750817962954,-0.4688476322942175,0.10322541531873208,6.0
2024-12-24,-0.11602461826610655,1.8104863071476691,-0.1579021129384669,0.8186278671677433,4.0
2024-12-25,0.7260306979873891,0.27919008469004647,-0.4876772148989302,0.12166628954499571,3.0
2024-12-26,-0.33919315837204667,1.0653982879946309,0.04485026433440989,0.6215719155514884,4.0
2024-12-27,0.023827651170119153,1.0,-0.6194429169432882,1.0,1.0
2024-12-28,-0.24627562294901495,1.0469174072571217,-0.04410498750961772,0.8291324186648289,4.0
2024-12-30,-1.2520151292546913,1.0,-0.37959204361808735,1.0,1.0
2025-01-01,0.08697643582952996,0.9938548770709649,0.3584121971788852,1.0436956064239378,2.0
2025-01-02,0.36772973877303566,0.8811375397590254,-0.05316085301686941,1.2114997983599407,14.0
2025-01-03,0.38077324075855246,1.1875796354519852,-0.2660931923315696,0.6150367569634217,22.0
2025-01-04,-0.4093343976256042,0.961358361696256,-0.18844241120850677,0.7401151763910305,34.0
2025-01-05,0.22723962030681605,0.9302592734656808,-0.22801636020103344,0.6757422636305744,50.0
2025-01-06,0.028887972998749158,0.801271430014827,-0.29575423593657846,0.4977480194088659,9.0
2025-01-07,-0.16393406605658803,1.038119750805111,-0.5105871133550577,0.11452754898684178,10.0
2025-01-08,-0.12882758457408391,0.9997828037805256,-0.3040366304721452,0.5015816966450808,27.0
2025-01-09,0.09411714945545796,1.0170336884314188,0.15740434851440394,1.1875545896316142,35.0
2025-01-10,-0.08154101081379116,0.8215691281025703,0.05450615084472199,0.9633914016511387,46.0
2025-01-11,0.6362063702632988,1.0178992778397673,-0.294671213495132,0.46356965463143296,11.0
2025-01-12,-0.056291163284954246,0.9775483540853093,0.0512218314847136,1.058019424791443,16.0
2025-01-13,-0.36200921144346787,0.6585242893281015,-0.5203309695151669,0.1190184237510313,12.0
2025-01-14,-0.15973977672768044,1.0065876391204749,-0.07525674482046266,0.7816393003249182,22.0
2025-01-15,-0.01756878549630761,0.9642857586619665,0.27136748892988,1.2285323411889906,46.0
2025-01-16,0.09541061856584869,0.5410641848105802,-0.3607353959358942,0.4515708851191458,7.0
2025-01-17,0.20937559532951527,0.9428312861310648,-0.5261354421286117,0.061658606988424854,2.0
2025-01-18,-0.0859358868794612,0.48584595820292364,-0.05834821960122914,0.8185446240513523,4.0
2025-01-19,-0.11626345342212636,1.4330870741724526,0.6753106884474943,1.0906935799199617,3.0
2025-01-20,0.6196388807082926,1.1438639716644288,-0.2523534313164006,0.5212110477305916,13.0
2025-01-21,-0.14771068285845435,0.540216538285098,1.2172666304261546,3.306496276318487,4.0
2025-01-22,0.023925766352347656,0.615328721629438,0.2197728131020329,1.5307858947704422,7.0
2025-01-23,0.1067124465568635,0.6966938222146518,-0.309676050725964,0.4832906652481296,6.0
2025-01-24,-0.8619560203148827,1.0,-0.5697346612486432,1.0,1.0
2025-01-27,0.6591366981173943,0.026552272889860423,-0.4217943638767512,0.05968309367341515,2.0
2025-01-28,-0.8849734004551171,0.6732749385365453,-0.5100954784716041,0.10898977707818898,4.0
2025-01-29,-1.5140348796348833,1.0,1.310085130148495,1.0,1.0
2025-01-30,0.5807713274805737,1.3755805058984265,1.510966558069419,2.115963333997195,5.0
2025-01-31,0.448117260739664,0.9953260633759805,-0.43683972345213246,0.13439149584725157,4.0
2025-02-01,0.1792380967316807,1.1216211641829126,0.5504410272275506,0.9169820753269793,11.0
2025-02-02,0.1746277509149216,0.9870103997364785,-0.3325709804495329,0.26463605053323386,8.0
2025-02-03,-0.15440008953904746,0.8920341113458163,0.20968349910174547,0.8648240503191296,8.0
2025-02-04,-0.3332553179452268,1.1448405090540605,-0.46981782192597804,0.11537893417016858,5.0
2025-02-05,-0.03003228938805171,0.40757485484882106,-0.38904024311342766,0.15721140809128895,14.0
2025-02-06,0.16781863751367326,0.24636150946829935,1.3223416320895285,1.9442492092450614,5.0
2025-02-07,-0.2838105292936919,0.7727922070549103,0.8561969949986887,1.9800518349878116,4.0
2025-02-08,-0.8630331430821099,0.9789149708019539,-0.5578533608036417,0.06832419243317402,4.0
2025-02-09,-0.3827553385315087,1.4688364608171158,0.47183439662162224,1.49509828625915,6.0
2025-02-10,-0.03803008069786721,0.7653813477140046,0.03264832516932398,0.8030771588864732,6.0
2025-02-11,0.06531561903083899,0.9768150937557133,0.08263369118109812,1.131971737512611,16.0
2025-02-12,-0.16449488716284785,0.5631408579450327,0.18461644000160213,1.1279438471857284,21.0
2025-02-13,0.13573726012918463,0.7566227219594778,-0.2426920859934324,0.5292389896243881,27.0
2025-02-14,0.4185582123942156,0.8724978948581601,0.6514799791920879,1.9224735693146444,36.0
2025-02-15,0.3423419805778819,0.825692284451476,0.26234900085403223,1.0686215756108048,15.0
2025-02-16,-0.3261934094721489,0.4980622245818687,-0.26884215105448556,0.5911639364025496,11.0
2025-02-17,0.21183081057723627,0.7680975978941846,-0.08404646466462146,1.0226515490579178,18.0
2025-02-18,-0.38670207488784136,0.8510655935263232,0.0625881384180457,1.4146156848726656,10.0
2025-02-19,0.6139872684586818,1.096277390129811,-0.2757161951216964,0.5143686826499498,8.0
2025-02-20,0.06335231897620151,0.9882353316441621,1.2277174665079424,1.6254061943909823,3.0
2025-02-21,0.5041398479109631,0.6792640228041159,-0.5417198005393515,0.10991708532834994,2.0
2025-02-22,-0.6270597128624559,1.0,0.061406343848634484,1.0,1.0
2025-02-24,-0.6854208198467377,1.0,1.6219415284129053,1.0,1.0
2025-02-25,0.35431395580830194,1.024672149305187,-0.44289552400608306,0.04220232025866381,4.0
2025-02-26,-0.5135029368867955,0.6128775230331386,-0.04129398866219939,1.000172857984804,9.0
2025-02-27,-0.3442918906300955,1.707011665341965,0.07256149084682678,0.8928190513862444,8.0
2025-02-28,0.05924874447020819,0.8987081002706485,-0.33097164738864726,0.4463101328346649,9.0
2025-03-01,-0.6420196444877853,1.0,-0.5225335520810084,1.0,1.0
2025-03-03,0.29425922654605646,0.291794985698683,0.858812917405765,0.6179476880096132,3.0
2025-03-04,0.06888827824854242,0.7271730275595277,-0.17869400247955183,0.5425653041017457,12.0
2025-03-05,-0.1532220451043471,1.0,2.593194460327489,1.0,1.0
2025-03-06,0.7071067811865474,1.0,0.7071067811865475,1.0,1.0
2025-03-07,1.0311273280750533,1.0,-0.5290344641969955,1.0,1.0
2025-03-08,1.0094453420248077,0.9021325803111067,0.7238946589885942,1.1820619893504192,6.0
2025-03-09,0.299360007757707,0.9149942233349077,-0.307501553581511,0.41920376611765603,7.0
2025-03-10,1.0611595071739215,1.7080335041872228,-0.6726340764535785,0.0,2.0
2025-03-12,0.22293061653850027,0.8055396027656303,-0.1491016626186284,0.5512515847460561,4.0
2025-03-13,0.23090742513944043,0.6328151117799962,-0.5251956899404032,0.23625237837128102,6.0
2025-03-14,-0.1443989224431549,0.9819010286758509,0.12173244545678683,0.7806793024927756,11.0
2025-03-15,-0.580424723889828,0.7058974990104699,-0.1122007608121394,0.952759574863875,7.0
2025-03-16,-0.8954298525694369,0.6942324193412142,-0.009728827011275754,0.749566410807837,9.0
2025-03-17,-0.12031781331652776,1.1059502645675134,0.9274470011418633,1.492563122005258,7.0
2025-03-18,0.354873566545665,0.4037407743089884,-0.37959204361808735,0.0,2.0
2025-03-19,0.2275965997113087,0.4372989567146678,-0.18081915273235272,1.0524767150765888,5.0
2025-03-21,1.0082886577151486,0.11658693517315898,1.0148299245849726,1.6075488117422316,2.0
2025-03-24,1.3521248482582087,0.9356219497460623,-0.17576804100969645,1.0569894045892565,6.0
2025-03-25,-0.4362590207862213,1.0,1.9755804840252291,1.0,1.0
2025-03-26,-0.5252020655769113,0.9139334654907261,-0.4431364302925817,0.06381594298048256,5.0
2025-03-27,1.4871798009995656,0.8742741414994691,0.24714994325221645,1.1552492865788977,2.0
2025-03-28,0.16015324602042744,1.6928865940452669,1.2561978861342087,1.715213606769212,3.0
2025-03-29,0.9672807008891535,1.0,-0.6279474365818651,1.0,1.0
2025-03-30,-0.2252516637198838,0.3561759900257346,-0.5510580874424488,0.07938824617280293,3.0
2025-03-31,0.8461896835974545,1.005826450877345,-0.5054076014023603,0.1508461345336917,3.0
2025-04-01,-0.05024143169806515,0.051049042818805276,0.5309271720315076,1.5565708922112238,2.0
2025-04-02,0.5095100778456283,1.0,-0.6619116541228856,1.0,1.0
2025-04-04,0.009406018012391012,0.4079036005863831,-0.5697346612486432,0.0,3.0
2025-04-05,-0.8689229896907824,0.501755621122576,-0.004165227403309417,1.0092835572261045,4.0
2025-04-06,-0.3800633518289606,0.8999955163160112,-0.17040650430853185,0.71533559409978,14.0
2025-04-07,0.2755985733051865,1.1103483951341906,-0.32758317419601407,0.39815298571865365,13.0
2025-04-08,-0.23220817477813838,0.42232707453951646,0.5447290152293814,1.4503896720614418,7.0
2025-04-14,-0.7642927734241092,1.0,,1.0,1.0
2025-04-16,0.35748154971658525,0.8860876228521508,1.3452606696721383,1.6115735362745454,4.0
2025-04-17,0.5685305272139437,1.1198890608783834,-0.3449685545906656,0.3420497920571474,10.0
2025-04-18,-0.17757888742873137,0.7313700589965582,0.06283939653306392,1.1055055925644874,4.0
2025-04-19,1.1153257954036835,0.24385456755679102,-0.4894109468772408,0.081018144874006,5.0
2025-04-24,0.5668885740680389,2.370260374153385,-0.44289552400608306,0.04220232025866381,4.0
2025-04-25,-0.08612832008825821,1.8046620985180786,-0.5920925408903682,0.15493603059208258,2.0
2025-04-26,0.8344545170699474,1.8473248748205982,2.0196086567676703,2.478455343592139,2.0
2025-04-29,-0.4718014289702877,1.0,0.8444184677343766,1.0,1.0
2025-05-01,0.21628951247525705,1.0161176779866614,-0.02785830017881778,0.7554138401438092,3.0
2025-05-02,1.5815190458971122,1.0,-0.6194429169432882,1.0,1.0
2025-05-03,0.6656523406147367,0.03590059863486079,-0.6726340764535785,0.0,3.0
2025-05-04,0.05035032593217371,1.0,-0.5290344641969955,1.0,1.0
2025-05-05,-0.72983784558919,0.6922421463305173,-0.4222282273254199,0.1510933184046551,8.0
2025-05-06,-0.2743060423396272,0.36706120927401814,-0.06902344813002996,1.0418607844319339,7.0
