0,1,2,3,4,word,summary
286678.3978789197,81.58122273878502,0.013445418286722965,0.0020531849427674193,-0.000864804528483365,summaryOfAllWords,255499.19527393562
772.2105019877191,-397.87355206323286,0.5930128103329703,-0.21489947259076317,-0.04799165705390471,Wetter,886.6612641497766
268.76662637995435,-141.75179796970977,-0.06631499904260146,-0.07792077981850759,0.044239210838701595,Wochenende,321.812299535784
-0.5018090539123037,-4.7850861937025435,0.10531196510867265,-0.16877997564754355,0.12865167609741893,wetter woche+n+ende,19.710805232987763
-2.6541281876320824,-3.7184244774906965,0.2259555556981861,-0.2452483010583986,0.2239592649789912,grau,17.308839880156203
-7.3753251897991525,-1.3062417957679093,-0.40570615603356414,-0.12927841086032088,0.07601556510865937,woche+n+ende grau,12.006891585105569
44.61295908748683,-27.741778344247507,0.19842446257150187,-0.1582237992842282,0.1353111068488531,frostig,70.33051228311766
-5.825234451365413,-2.099088830076698,-0.43367902038345696,-0.11495648848363543,0.07934382561907753,grau frostig,13.747961388847571
97.4800881054665,-54.61617985614153,-0.07626582113042338,-0.07093159738898788,0.08252455594853314,teils,129.63610168567138
-2.2138706082595725,-3.9476279682771604,-0.4988360080713913,-0.078493234147692,0.08361143597914032,frostig teils,17.804891187980964
5201.802779766174,-2651.304866005584,1.3978452295461743,-0.6683592458103724,-1.2449833527904528,Schnee,5856.494394824744
4.502080066837959,-7.3879499551939745,-0.6080391396403189,-0.01292953892144414,0.08585478998227705,teils schnee,25.350654365523003
1328.5360159992185,-680.9906431278907,1.0790493767856175,-0.6600985373513178,-0.1352672823208329,Glätte,1510.8836683227305
518.5269049884214,-268.81730669214755,0.1840803593014954,-0.3591105547574497,0.025205551601958805,schnee glätte,602.037036088743
338.34255108531767,-177.16814521077717,0.4158165905459413,-0.11608275543239233,0.045022382564984156,Hier,399.88377491880954
3.5986036185717936,-6.875122351908111,-0.045512579456546076,-0.2831836050698174,0.116035875114824,glätte hier,24.313115754442656
302.97444512443195,-159.18730756608403,0.45657414338955554,-0.11572454143662164,0.06458117242701682,finden,360.2074331039888
298.91003482110847,-157.11945871415708,0.45368057574327997,-0.11274767880633266,0.06541991725983658,hier find+en,355.64723121162814
792.711954531584,-408.30258605210554,0.6089837869590864,-0.1961489185518485,-0.06166961795866743,Sie,909.6628834044993
288.2007581331045,-151.66938287666682,0.43640905593737395,-0.11284985770011066,0.0705832724381487,find+en sie,343.63090537732944
285.46789716750465,-150.27701732621935,0.4236462482967673,-0.11190775431635613,0.07179990445648392,Informationen,340.5637832675682
283.4674707497177,-149.25949104296868,0.42341003582050335,-0.11058508073963111,0.07207307407630995,sie information+en,338.319442378406
320.52650352647095,-168.10435734718223,0.40064926996638855,-0.11679013511597369,0.06011132091077766,Thema,379.89467584918816
317.90705040250634,-166.77230086587014,0.4018535613110702,-0.11744881823708722,0.061695083393590935,information+en thema,376.95598466995295
151.24470111250093,-82.03060080627142,0.49922576985145767,-0.1251682921479557,0.12342975024973293,thema wetter,189.98679994908926
367.76530454867344,-192.14452239616833,0.47574448951178666,-0.1315503830434718,0.05258157347837639,Lesen,432.8987950597374
395.7821920902792,-206.39798589379126,0.4944672798283725,-0.13971958036079754,0.046852865875100416,les+en sie,464.33297392629004
-7.998658650358154,-0.9664301309496119,-0.1701506265710155,-0.18675868004855062,0.06363948859010109,sie woche+n+ende,11.297342604479415
-10.783685855943576,0.44267586845294904,-0.22241033727312348,-0.2296762433869793,0.0726980511994564,Dichte,8.176123665389486
-5.219032694849247,-2.403571109386964,-0.4155192367628788,-0.08079728687297524,0.09367127094562482,Bewölkung,14.426324106628423
-11.437908345200178,0.7755379785421739,-0.24762796407018234,-0.20954253737478593,0.06504574447315634,dicht+e bewölkung,7.44207983234186
468.7925200704357,-243.5177407611813,-0.12010238645382582,-0.06277788845347977,-0.004781423165852561,Regen,546.2374503548918
-11.832878753278624,0.9749119161551865,-0.2897546569033314,-0.18030162319676935,0.05777186755426078,bewölkung regen,6.9996247046553135
36.64849939683488,-23.701895168228248,-0.41351258254125844,0.04628489486879859,0.04712426982968994,höheren,61.39980220029139
-11.048250546620668,0.5625942231229994,-0.4168726298922168,-0.10721496903278072,0.05456920275344064,regen hoch+er+en,7.885854507048613
44.04132796604541,-27.474027269295277,-0.46805449777141006,0.0035816246172551136,0.07971779206270677,Lagen,69.69934455145977
31.360038026451512,-21.00835006820998,-0.3932778490905866,-0.01754918894653558,0.07716819466498887,hoch+er+en lieg+en,55.464916541469385
-5.469020598732531,-2.342114632703124,-0.7195461877000687,0.06784311306882501,0.06008319053258082,lieg+en schnee,14.175511105841068
26.08410955840955,-18.298342317586993,-0.11439400651465295,0.0524196868259818,0.05524609140578988,stehen,49.533829936078384
-9.277073469671219,-0.37020412203781206,-0.5877148569772345,-0.007680906289859589,0.05369504255986349,schnee steh+en,9.887366678550201
-10.965920837672819,0.507019770244062,-0.5024784818776477,-0.053771518123408836,0.04888084370618456,steh+en woche+n+ende,7.984393024717329
113.32346674284442,-62.67865108420175,0.05870720708572656,-0.13687563116541637,0.10356631915973516,Rheinland-Pfalz,147.41299832476375
-12.009724566303506,1.0491448254011178,-0.43932427596309614,-0.08568997200469522,0.044331380281759786,woche+n+ende rheinland-pfalz,6.808274339452163
74.62139076306056,-42.99455518625796,0.11500973336188912,-0.12191855250981032,0.11514893438558475,Saarland,103.9928140191442
58.21096014316903,-34.65243758276878,0.16440618248368505,-0.1376652770438737,0.1180385752136442,rheinland-pfalz saarland,85.58378673404901
